Dia;TMedia;TMax;TMin;RHMedia;RHMax;RHMmin;Chuva;VMed;VMax;VDir;RadS;Eto
23-07-2015;18.5;25.1;14.0;79.9;96.1;52.5;0.0;0.5;5.5;NE;13.73;2.52
24-07-2015;19.5;27.4;13.1;76.6;98.4;42.6;0.4;0.6;4.6;N;14.20;2.65
25-07-2015;17.8;22.4;14.5;93.0;99.7;70.6;2.8;0.4;5.2;NO;6.82;1.22
26-07-2015;17.6;25.1;12.8;87.3;100.0;56.0;0.2;0.5;5.9;O;11.43;2.06
27-07-2015;17.0;25.8;11.5;74.4;99.7;32.9;0.2;0.7;6.8;SO;15.83;2.80
28-07-2015;17.5;27.4;10.3;66.7;93.4;29.5;0.0;0.5;5.6;SO;15.77;2.86
29-07-2015;18.8;27.1;12.0;64.0;87.7;35.0;0.0;0.6;5.0;S;15.85;2.92
30-07-2015;19.1;28.9;11.4;61.4;90.2;30.9;0.0;0.6;4.0;SO;16.08;2.98
31-07-2015;19.0;27.8;12.9;67.2;91.1;31.9;0.0;0.5;4.6;N;16.10;2.99
01-08-2015;19.4;27.7;12.6;65.4;92.0;34.4;0.0;0.3;4.6;SE;16.26;3.08
02-08-2015;18.5;27.5;11.8;68.2;92.3;34.1;0.0;0.5;4.9;NO;16.40;3.03
03-08-2015;19.0;28.6;12.4;67.1;93.2;31.2;0.0;0.4;5.0;NO;16.49;3.09
04-08-2015;19.9;28.4;13.7;61.6;85.9;31.6;0.0;0.8;3.8;S;16.16;3.00
05-08-2015;19.2;28.3;13.0;63.5;86.4;30.1;0.0;0.4;4.3;N;15.67;2.94
06-08-2015;19.5;29.0;12.8;62.5;88.5;26.1;0.0;0.4;6.7;N;16.38;3.09
07-08-2015;20.1;29.9;12.8;60.7;88.7;26.3;0.0;0.4;4.6;NE;16.65;3.18
08-08-2015;20.4;29.2;13.6;60.9;85.2;27.6;0.0;0.5;5.0;L;16.54;3.16
09-08-2015;19.7;27.8;13.8;67.8;88.0;39.7;0.0;0.7;5.8;L;16.31;3.04
10-08-2015;19.9;28.2;13.9;68.9;88.6;37.8;0.0;0.7;5.0;L;16.97;3.19
11-08-2015;19.6;27.7;14.1;64.7;86.8;31.2;0.0;0.6;5.2;L;17.32;3.24
12-08-2015;18.0;26.8;11.9;67.1;89.3;34.9;0.0;0.5;5.5;NE;17.51;3.20
13-08-2015;18.1;27.3;11.5;65.4;90.2;30.8;0.0;0.5;5.2;NE;17.65;3.23
14-08-2015;18.3;26.6;11.7;66.9;90.0;35.6;0.0;0.5;5.3;NE;17.41;3.20
15-08-2015;19.0;28.1;12.1;65.1;90.4;33.1;0.0;0.5;5.5;NE;15.40;2.87
16-08-2015;21.1;29.6;13.3;55.7;85.8;29.6;0.0;0.6;4.3;L;17.13;3.29
17-08-2015;21.2;28.6;16.2;54.9;76.2;30.4;0.0;0.9;6.1;L;17.71;3.35
18-08-2015;19.6;27.2;14.3;64.5;82.9;35.0;0.0;0.5;5.3;N;11.39;2.12
19-08-2015;20.9;28.5;14.5;61.7;86.4;39.1;0.0;1.1;7.6;O;16.66;3.10
20-08-2015;18.0;24.9;12.3;66.5;89.2;36.2;0.0;1.5;6.8;SE;18.39;3.16
21-08-2015;18.4;27.2;12.7;68.0;93.8;31.1;0.0;1.3;5.6;SE;17.67;3.11
22-08-2015;19.5;29.0;11.9;65.7;95.1;23.8;0.0;0.7;4.3;SO;18.47;3.42
23-08-2015;21.4;31.4;12.8;56.2;86.5;20.4;0.0;1.0;6.5;SO;17.86;3.39
24-08-2015;20.6;27.7;15.6;65.4;91.4;39.2;0.0;1.8;8.6;SE;13.08;2.33
25-08-2015;16.8;21.7;14.3;88.5;97.1;61.1;7.8;0.7;5.9;SE;5.64;0.97
26-08-2015;20.7;30.0;13.7;74.1;97.4;41.1;0.0;0.5;4.3;L;16.93;3.25
27-08-2015;16.7;20.9;13.6;86.4;97.6;68.9;1.2;0.9;8.3;SO;3.74;0.61
28-08-2015;18.0;25.5;11.9;66.9;95.3;25.5;0.0;1.1;5.8;SE;17.05;3.01
29-08-2015;19.7;30.0;11.1;59.5;91.3;25.7;0.0;0.7;5.0;SE;19.72;3.69
30-08-2015;22.4;32.5;14.9;57.1;83.3;26.6;0.0;0.5;4.7;NE;19.34;3.83
31-08-2015;23.3;33.5;15.5;56.7;85.0;25.5;0.0;0.6;4.7;O;19.47;3.88
01-09-2015;23.8;33.0;16.2;54.6;83.4;21.9;0.0;1.3;7.7;S;19.51;3.80
02-09-2015;21.0;29.9;14.2;68.8;94.6;36.7;0.0;1.4;7.4;SE;19.08;3.51
03-09-2015;23.0;32.3;14.8;59.9;90.1;24.4;0.0;0.8;7.1;O;18.46;3.63
04-09-2015;21.7;31.9;14.5;68.4;91.2;31.9;0.0;1.2;8.0;S;18.49;3.49
05-09-2015;18.7;27.3;14.7;84.1;97.8;49.6;10.8;0.5;5.2;SE;11.33;2.08
06-09-2015;20.1;28.4;14.4;79.5;98.9;46.1;0.4;0.4;4.4;O;12.02;2.28
07-09-2015;18.6;21.7;17.0;93.9;99.9;75.8;23.0;0.6;7.4;N;4.74;0.84
08-09-2015;18.3;27.0;15.8;95.4;100.0;65.0;50.6;1.2;11.0;N;6.25;1.06
09-09-2015;17.5;22.4;14.8;92.4;100.0;64.4;2.2;0.7;5.2;NO;8.75;1.54
10-09-2015;17.2;18.8;14.7;99.0;100.0;93.3;6.6;0.6;5.6;NE;2.92;0.49
11-09-2015;18.2;20.3;16.4;96.9;100.0;89.9;30.0;1.3;10.4;NO;3.56;0.58
12-09-2015;17.4;20.6;14.5;96.3;100.0;79.4;17.4;0.5;5.2;SE;5.04;0.88
13-09-2015;17.3;24.7;12.7;82.8;100.0;51.9;4.0;1.0;5.5;SE;18.07;3.15
14-09-2015;18.5;27.0;12.4;78.7;99.6;41.8;0.2;1.3;6.1;SE;19.49;3.42
15-09-2015;22.7;32.0;16.1;76.0;98.8;39.4;0.0;0.9;4.9;L;19.61;3.81
16-09-2015;24.1;33.1;17.7;68.3;95.2;31.4;0.0;0.7;5.9;N;19.14;3.84
17-09-2015;24.9;34.1;17.3;60.9;88.6;26.6;0.0;0.6;5.8;NO;20.21;4.12
18-09-2015;24.9;35.5;17.2;58.0;86.8;23.9;0.0;0.6;4.3;NO;19.50;3.99
19-09-2015;25.1;34.9;17.1;50.2;78.3;16.6;0.0;0.5;7.1;NE;21.72;4.47
20-09-2015;24.9;34.8;16.9;46.4;73.5;15.4;0.0;0.5;4.9;NE;21.47;4.41
21-09-2015;24.3;34.0;16.5;51.8;79.4;17.3;0.0;0.5;4.4;L;21.93;4.46
22-09-2015;25.2;34.3;17.0;46.3;74.1;21.1;0.0;0.4;4.0;L;21.77;4.51
23-09-2015;25.7;35.0;17.5;45.9;74.5;19.5;0.0;0.6;5.6;O;21.78;4.51
24-09-2015;25.9;35.8;17.1;46.9;76.5;16.7;0.0;0.4;5.3;NO;21.41;4.47
25-09-2015;24.7;35.4;19.0;68.7;96.4;32.2;14.2;1.0;12.2;SO;15.67;3.12
26-09-2015;21.1;27.2;17.8;87.0;97.8;55.8;13.8;1.0;8.3;SE;12.87;2.40
27-09-2015;24.0;31.3;18.2;76.1;98.0;48.5;10.8;0.6;8.6;N;16.95;3.41
28-09-2015;19.8;23.6;17.5;92.2;100.0;71.1;2.2;0.8;9.4;O;6.41;1.16
29-09-2015;21.4;28.1;17.4;86.8;100.0;59.6;7.6;0.5;6.1;NO;13.43;2.60
30-09-2015;22.3;29.5;17.7;79.2;99.7;45.5;0.8;0.7;4.4;L;18.10;3.52
01-10-2015;23.8;30.9;18.7;70.9;90.0;44.1;0.0;0.6;4.9;L;18.34;3.68
02-10-2015;25.3;33.8;18.8;66.5;93.7;30.1;0.0;0.9;6.2;N;20.70;4.20
03-10-2015;22.9;27.9;19.5;73.2;90.4;51.0;0.0;1.0;7.6;S;11.43;2.20
04-10-2015;21.3;26.9;16.8;82.6;97.7;58.9;0.0;0.5;4.3;S;12.76;2.46
05-10-2015;21.1;28.6;15.4;75.5;97.8;45.3;0.0;1.4;6.1;SE;23.32;4.28
06-10-2015;22.8;32.2;14.5;68.0;93.1;34.2;0.0;1.2;5.6;SE;24.00;4.61
07-10-2015;25.3;34.1;18.6;65.5;85.3;35.4;0.0;0.7;4.9;NE;23.60;4.85
08-10-2015;25.7;34.2;18.9;63.5;89.4;32.5;0.0;0.6;4.6;NE;22.71;4.70
09-10-2015;25.2;33.2;18.8;61.1;96.2;33.4;4.0;0.8;8.0;L;21.71;4.42
10-10-2015;20.3;24.3;18.5;91.6;98.4;74.8;1.2;0.6;6.5;SO;7.99;1.49
11-10-2015;23.5;31.4;18.0;75.0;96.4;37.6;0.0;0.6;5.9;S;16.69;3.33
12-10-2015;22.9;30.8;18.1;72.0;92.4;42.4;0.0;1.8;7.6;S;19.61;3.65
13-10-2015;23.9;31.8;17.4;64.1;80.1;39.4;0.0;1.0;4.7;SE;19.19;3.79
14-10-2015;26.3;35.9;19.3;56.6;88.0;23.8;0.0;0.6;6.4;N;23.52;4.90
15-10-2015;26.7;36.1;18.4;50.2;76.5;19.9;0.0;0.8;6.8;NO;23.25;4.84
16-10-2015;28.5;37.6;20.3;47.3;75.4;16.4;0.0;0.7;4.6;SE;23.06;4.94
17-10-2015;27.1;36.7;18.0;58.3;86.3;24.3;0.0;1.1;8.6;SE;20.79;4.29
18-10-2015;21.9;30.1;16.2;71.6;90.4;46.2;0.0;2.3;9.7;SE;23.76;4.25
19-10-2015;25.1;35.0;16.0;64.4;91.5;32.0;0.0;1.0;5.0;L;23.75;4.79
20-10-2015;28.1;36.1;21.0;55.7;84.1;26.9;0.0;0.9;6.5;N;20.26;4.28
21-10-2015;26.0;33.8;20.3;66.2;94.5;38.0;0.2;0.3;5.0;NE;17.73;3.72
22-10-2015;24.7;35.0;17.6;71.5;95.5;37.9;6.0;1.6;10.7;L;16.87;3.28
23-10-2015;22.0;27.3;18.0;81.2;94.2;60.8;0.2;1.0;6.4;O;15.61;2.98
24-10-2015;23.1;31.7;17.1;74.6;94.2;44.0;0.0;2.0;7.7;SE;22.94;4.25
25-10-2015;23.1;33.1;16.7;74.9;98.3;41.4;13.2;1.8;8.0;SE;21.26;3.99
26-10-2015;22.1;28.9;17.3;86.2;99.9;59.3;4.8;0.7;6.5;N;17.00;3.31
27-10-2015;23.3;29.9;19.3;84.8;100.0;54.4;1.8;0.2;6.4;NE;14.69;2.98
28-10-2015;21.5;26.0;18.6;93.8;100.0;81.9;33.6;0.4;8.9;S;10.97;2.14
29-10-2015;22.9;29.9;17.8;74.6;93.6;47.4;0.2;1.6;6.8;SE;23.57;4.43
30-10-2015;23.5;31.4;16.9;71.8;95.6;42.7;0.0;0.8;5.5;L;24.50;4.87
31-10-2015;22.1;26.6;17.8;77.7;99.8;60.4;14.4;0.5;4.7;N;9.83;1.92
01-11-2015;20.8;24.6;17.9;95.1;100.0;77.9;19.8;0.2;3.8;L;6.52;1.24
02-11-2015;21.8;28.1;19.4;93.0;100.0;63.8;38.2;0.6;7.7;N;12.22;2.36
03-11-2015;21.2;25.6;19.4;98.2;100.0;82.9;12.8;0.1;2.8;NE;8.36;1.64
04-11-2015;23.3;29.1;20.0;88.2;100.0;63.8;4.2;0.7;7.4;NO;16.59;3.29
05-11-2015;23.2;29.5;20.0;88.7;100.0;58.0;0.4;0.4;4.9;NO;16.00;3.21
06-11-2015;22.8;30.1;18.2;87.1;100.0;56.7;1.4;1.0;5.9;S;14.53;2.81
07-11-2015;20.8;26.7;17.4;88.6;97.0;69.2;0.0;0.9;5.3;SE;10.99;2.05
08-11-2015;23.3;29.9;18.5;81.7;97.6;55.1;0.2;0.7;3.8;L;15.77;3.12
09-11-2015;22.9;28.8;18.7;85.2;99.2;58.2;0.0;0.4;4.4;NE;13.52;2.70
10-11-2015;25.6;32.9;19.3;72.4;95.9;41.2;0.0;0.4;4.3;NE;22.06;4.61
11-11-2015;23.9;32.7;20.7;81.3;96.6;46.7;0.2;0.6;6.8;SE;13.98;2.80
12-11-2015;25.3;34.0;18.8;74.2;95.3;41.2;0.0;0.4;4.6;L;22.73;4.72
13-11-2015;25.7;33.7;19.4;73.8;97.4;42.8;0.0;0.8;8.3;SE;22.79;4.67
14-11-2015;24.3;33.1;18.8;80.6;97.7;46.2;0.4;0.6;5.6;NO;20.90;4.23
15-11-2015;22.1;29.0;18.0;88.2;99.9;58.5;19.8;0.6;9.1;O;18.18;3.54
16-11-2015;23.9;30.1;20.6;83.3;98.7;59.7;0.6;0.6;4.0;SE;16.20;3.26
17-11-2015;23.1;31.3;18.0;84.1;98.6;52.6;2.4;0.8;10.0;NO;18.80;3.69
18-11-2015;24.0;31.2;17.4;77.2;99.9;50.0;0.0;0.7;9.1;O;24.67;4.97
19-11-2015;24.7;31.7;20.7;83.3;99.8;51.3;4.6;0.6;5.8;NO;17.38;3.54
20-11-2015;21.2;25.9;18.0;92.3;100.0;70.5;37.6;0.5;6.8;O;11.97;2.30
21-11-2015;22.5;29.1;19.1;86.4;100.0;59.3;0.0;0.4;4.7;SE;14.33;2.84
22-11-2015;24.3;31.3;18.6;79.8;97.3;51.0;0.0;0.6;5.6;N;21.97;4.47
23-11-2015;21.5;30.0;17.9;93.5;100.0;64.3;33.0;0.5;6.4;L;9.83;1.89
24-11-2015;19.0;20.2;17.9;99.2;100.0;95.9;17.4;0.4;5.6;NO;2.20;0.40
25-11-2015;19.5;23.1;17.3;94.4;100.0;77.6;6.0;0.4;5.9;O;7.77;1.45
26-11-2015;23.1;29.5;16.8;82.5;100.0;58.6;0.0;0.6;5.6;SE;20.32;4.04
27-11-2015;25.0;32.5;18.0;73.8;96.1;42.9;0.0;0.9;5.0;L;24.69;5.00
28-11-2015;24.5;31.7;20.7;79.5;92.5;54.2;0.0;0.9;6.7;O;19.89;3.97
29-11-2015;22.4;27.6;20.0;91.5;99.3;68.3;18.0;0.4;5.5;O;11.01;2.17
30-11-2015;23.1;29.6;18.4;87.3;98.8;60.8;6.2;0.9;5.3;SE;16.21;3.16
01-12-2015;23.0;30.5;17.6;88.9;99.4;59.0;14.8;0.4;4.4;L;19.66;3.94
02-12-2015;23.4;31.0;19.8;89.9;100.0;58.2;17.2;0.4;5.5;SE;18.95;3.83
03-12-2015;23.0;29.3;19.3;87.5;99.7;56.6;0.2;0.6;6.1;SO;15.63;3.09
04-12-2015;24.1;29.7;19.7;80.9;99.6;56.1;0.8;0.6;5.8;O;20.78;4.21
05-12-2015;23.1;29.3;19.2;84.4;99.9;57.9;2.2;0.8;8.8;O;17.69;3.47
06-12-2015;22.4;28.4;18.8;90.7;99.9;63.2;2.8;0.7;6.2;NO;13.51;2.63
07-12-2015;21.6;26.5;19.2;95.7;100.0;71.0;31.0;0.2;5.0;L;11.04;2.17
08-12-2015;23.5;30.8;19.2;88.3;100.0;55.6;0.4;0.3;4.0;NE;21.26;4.32
09-12-2015;23.3;28.8;20.3;86.1;98.3;61.0;0.0;0.5;3.5;NO;16.38;3.28
10-12-2015;21.4;25.0;18.6;93.3;99.9;80.0;6.0;0.7;7.3;O;10.43;1.98
11-12-2015;23.3;28.3;19.6;85.3;100.0;60.2;0.0;0.7;4.9;O;18.84;3.73
12-12-2015;23.5;31.7;19.6;81.5;99.9;52.9;0.2;0.9;12.8;O;21.82;4.29
13-12-2015;23.1;29.5;19.2;84.5;96.9;54.0;0.2;0.6;5.6;NO;15.33;3.03
14-12-2015;24.6;32.7;19.8;79.7;98.1;42.9;2.6;0.6;6.2;N;21.33;4.35
15-12-2015;23.5;31.7;19.4;82.6;100.0;45.0;17.2;2.0;8.2;N;16.00;3.82
16-12-2015;22.4;27.0;19.2;89.5;99.7;68.0;0.2;2.9;6.8;SE;14.78;3.00
17-12-2015;24.7;32.3;19.0;72.1;97.5;35.7;0.0;2.4;7.6;L;29.07;6.05
18-12-2015;25.4;32.5;19.6;65.4;87.3;39.5;0.0;1.9;6.1;N;28.41;5.97
19-12-2015;23.6;30.2;19.4;75.7;96.7;53.6;1.2;2.1;9.4;N;21.92;4.43
20-12-2015;23.1;29.2;19.1;78.4;97.3;49.2;0.0;1.7;5.3;SE;15.92;3.47
21-12-2015;23.8;32.3;20.3;78.9;94.4;42.0;6.8;2.1;6.5;SE;26.00;5.80
22-12-2015;23.6;30.6;20.2;84.1;96.6;55.2;11.0;1.8;10.1;NE;21.21;3.98
23-12-2015;24.4;30.3;20.4;79.8;99.3;51.8;0.2;1.8;7.4;NE;21.26;4.05
24-12-2015;25.1;31.3;19.7;73.8;93.5;49.6;0.0;1.7;6.4;NE;21.82;4.25
25-12-2015;24.5;32.2;20.1;76.3;98.6;42.1;0.0;1.4;7.0;NE;18.75;3.65
26-12-2015;22.4;29.3;19.7;89.3;100.0;60.9;4.0;1.0;11.5;N;15.91;3.06
27-12-2015;22.1;27.9;19.2;90.0;100.0;62.2;31.6;1.4;9.2;N;13.59;2.53
28-12-2015;21.1;24.6;19.4;96.0;100.0;82.9;26.6;2.2;7.7;N;11.41;1.98
29-12-2015;20.0;21.3;19.2;99.5;100.0;95.7;10.2;2.7;9.2;N;5.82;0.93
30-12-2015;20.3;25.0;18.6;96.3;100.0;76.7;16.8;2.2;10.0;N;9.58;1.63
31-12-2015;22.2;28.1;19.4;91.0;100.0;68.3;25.6;2.0;9.4;N;19.18;3.46
01-01-2016;22.9;28.6;20.0;90.6;100.0;66.8;0.8;1.4;7.0;NO;21.27;4.03
02-01-2016;22.9;29.1;20.1;92.2;100.0;68.7;49.4;1.3;6.5;NO;19.93;3.80
03-01-2016;21.3;28.7;19.3;95.9;100.0;69.2;63.6;1.0;7.3;S;10.19;1.89
04-01-2016;22.4;27.8;19.9;91.9;100.0;67.7;0.8;1.9;6.5;L;15.95;2.91
05-01-2016;23.9;30.5;19.5;77.8;97.8;50.0;0.4;2.8;8.8;L;30.51;5.51
06-01-2016;24.4;31.5;19.7;69.2;91.6;41.2;0.0;2.1;7.7;L;27.83;5.25
07-01-2016;25.6;33.0;19.6;67.6;89.2;42.6;0.0;0.8;5.3;SE;26.31;5.38
08-01-2016;24.5;29.4;21.3;81.9;96.7;62.3;0.8;1.4;6.7;NE;20.44;3.99
09-01-2016;22.2;25.4;20.8;96.0;100.0;85.4;37.6;1.7;9.2;;7.27;1.31
10-01-2016;21.9;26.3;20.3;97.4;100.0;79.9;23.2;2.6;11.0;NE;12.61;2.17
11-01-2016;21.3;23.2;19.8;99.2;100.0;94.7;22.0;2.3;8.6;N;6.19;1.05
12-01-2016;21.1;21.6;20.3;100.0;100.0;100.0;126.2;2.8;6.8;N;1.96;0.32
13-01-2016;22.2;25.8;20.7;98.8;100.0;88.1;40.8;1.0;6.5;N;8.91;1.68
14-01-2016;22.1;25.3;21.1;98.3;100.0;84.2;25.0;1.1;6.8;L;8.66;1.62
15-01-2016;21.7;24.4;20.3;99.7;100.0;92.8;53.6;2.2;8.0;N;5.99;1.03
16-01-2016;21.6;26.8;17.7;83.0;99.2;65.7;0.0;4.4;10.0;S;24.14;3.82
17-01-2016;21.5;28.4;15.8;79.9;95.9;59.4;0.0;3.5;8.6;SE;24.02;3.97
18-01-2016;21.5;26.9;17.7;84.3;99.2;65.7;1.2;3.7;9.8;SE;17.68;2.88
19-01-2016;20.9;25.9;17.9;88.6;96.8;71.5;1.4;4.0;8.9;S;16.01;2.53
20-01-2016;21.6;28.4;16.9;82.4;95.2;64.3;0.0;4.7;10.4;S;24.98;3.90
21-01-2016;21.8;28.4;17.1;75.9;97.1;50.2;0.0;4.8;11.9;S;30.40;4.75
22-01-2016;21.9;29.1;15.5;73.1;90.1;52.4;0.0;3.6;8.8;SE;28.74;4.79
23-01-2016;22.2;30.5;17.5;79.1;96.4;49.0;5.8;2.5;8.2;SE;23.63;4.17
24-01-2016;22.3;31.1;18.9;83.0;98.1;50.3;7.4;2.3;7.9;L;21.40;3.82
25-01-2016;23.7;31.5;18.2;80.4;98.6;50.0;12.8;1.8;10.1;N;28.22;5.32
26-01-2016;24.6;32.0;18.8;81.2;100.0;52.8;0.0;1.6;7.0;N;25.86;5.00
27-01-2016;23.9;31.3;20.1;85.0;98.6;56.8;2.2;1.7;8.3;SO;16.42;3.11
28-01-2016;23.4;31.2;20.1;85.8;98.0;57.3;13.6;2.2;7.4;L;20.39;3.73
29-01-2016;22.8;27.0;20.7;92.5;98.4;76.1;0.2;2.4;7.3;L;11.27;2.01
30-01-2016;24.4;30.8;20.6;80.8;100.0;52.3;6.2;2.0;7.6;NE;21.99;4.16
31-01-2016;25.8;32.2;20.2;64.0;87.4;34.8;0.0;1.8;8.5;NE;30.17;5.92
01-02-2016;26.7;32.9;22.7;56.1;77.4;34.5;0.0;1.3;7.6;NO;28.11;5.73
02-02-2016;27.2;34.9;22.3;60.7;86.7;33.4;0.0;1.9;7.1;S;28.27;5.64
03-02-2016;25.4;34.5;20.7;72.6;94.4;34.2;3.6;2.6;12.7;SE;24.63;4.61
04-02-2016;24.6;31.5;21.0;81.5;99.2;52.6;0.0;1.7;5.9;S;20.52;3.95
05-02-2016;25.2;32.5;20.6;76.1;95.7;43.5;7.6;2.0;8.8;SE;24.74;4.74
06-02-2016;23.2;28.4;19.9;85.2;100.0;62.9;0.4;1.7;5.8;SE;13.04;2.44
07-02-2016;23.4;31.5;19.9;84.0;100.0;51.2;7.0;2.1;7.3;L;22.05;4.07
08-02-2016;23.3;30.6;18.9;86.0;100.0;54.6;0.0;1.9;7.0;NE;24.20;4.49
09-02-2016;25.3;31.5;19.6;74.8;98.8;47.6;0.0;1.3;5.9;NO;25.73;5.11
10-02-2016;26.1;32.1;20.7;72.2;92.7;48.6;0.0;1.7;6.7;O;25.49;5.04
11-02-2016;23.4;30.4;20.4;88.0;100.0;61.1;15.4;1.5;7.7;SE;14.25;2.71
12-02-2016;23.5;30.8;19.9;87.2;100.0;58.4;6.4;1.9;6.4;SE;21.66;4.04
13-02-2016;24.8;32.2;19.0;77.1;95.1;46.4;0.0;1.8;5.8;S;26.11;5.01
14-02-2016;25.8;31.6;21.1;74.5;88.3;56.6;0.0;1.7;5.9;S;20.54;4.03
15-02-2016;24.9;31.3;19.5;81.0;99.8;55.8;30.8;2.4;9.4;NE;22.41;4.19
16-02-2016;21.9;26.5;19.1;93.0;100.0;72.9;12.6;1.5;8.9;NO;15.27;2.81
17-02-2016;24.5;30.1;20.4;83.2;98.9;59.2;0.8;1.6;7.4;N;20.03;3.85
18-02-2016;22.9;30.7;19.3;88.5;100.0;58.9;14.8;1.2;12.8;NO;15.52;2.97
19-02-2016;23.3;30.2;19.9;89.3;100.0;64.3;0.0;1.5;7.9;N;19.72;3.73
20-02-2016;24.3;30.5;19.9;82.2;98.9;54.0;1.2;1.6;6.7;NE;22.77;4.39
21-02-2016;21.7;25.0;19.9;91.6;98.6;73.8;3.4;1.7;8.6;NE;10.41;1.87
22-02-2016;21.9;25.4;19.2;89.8;100.0;78.3;0.8;1.9;6.4;NE;12.07;2.16
23-02-2016;21.6;27.2;19.3;91.9;100.0;62.9;3.8;1.8;6.2;NE;15.51;2.80
24-02-2016;21.7;27.6;18.7;91.4;100.0;66.5;23.6;1.4;10.0;O;12.92;2.37
25-02-2016;23.0;29.9;19.0;85.0;100.0;51.4;2.6;1.5;8.9;NE;19.51;3.69
26-02-2016;23.7;30.2;19.6;81.9;98.6;59.0;2.8;1.6;6.5;N;22.74;4.33
27-02-2016;23.9;30.2;20.3;84.7;99.4;59.8;2.0;1.5;5.9;N;17.99;3.44
28-02-2016;23.5;29.1;19.4;85.7;99.6;59.1;8.4;1.8;8.8;O;18.16;3.40
29-02-2016;21.1;25.5;18.4;91.6;97.8;78.5;2.6;3.2;8.3;S;12.53;2.06
01-03-2016;20.0;23.7;17.7;93.8;99.1;82.6;4.0;2.8;7.6;SE;10.70;1.74
02-03-2016;21.8;29.2;19.1;91.6;98.8;65.8;8.6;2.1;8.3;L;16.89;3.00
03-03-2016;21.7;27.1;19.7;92.3;100.0;71.0;10.4;2.5;9.2;N;13.39;2.32
04-03-2016;21.7;28.0;18.3;92.7;100.0;64.3;21.0;2.1;9.7;N;16.18;2.87
05-03-2016;21.7;28.5;18.9;92.1;100.0;65.8;0.4;1.2;6.4;N;15.47;2.88
06-03-2016;23.6;29.5;19.3;84.1;97.2;61.3;3.2;1.4;8.9;NO;20.18;3.86
07-03-2016;24.0;30.6;18.6;82.4;99.2;57.4;0.0;1.5;7.9;SE;21.85;4.22
08-03-2016;24.4;32.6;19.7;80.6;95.7;49.8;0.0;2.2;7.4;L;25.34;4.73
09-03-2016;25.0;31.1;20.8;75.3;94.4;50.1;0.0;2.0;6.8;L;24.07;4.61
10-03-2016;21.9;27.0;20.0;94.8;100.0;76.4;63.8;2.3;8.5;N;7.90;1.38
11-03-2016;22.4;27.7;20.2;94.0;100.0;75.3;8.2;2.8;8.5;N;13.45;2.32
12-03-2016;22.9;28.3;18.7;81.1;97.7;61.2;0.0;1.1;6.1;O;20.30;3.91
13-03-2016;22.1;29.8;17.2;84.7;96.4;63.0;0.2;3.8;8.8;SE;18.56;3.06
14-03-2016;23.0;30.5;17.7;79.6;99.4;50.7;0.0;2.0;6.7;SE;18.57;3.06
15-03-2016;19.3;20.0;18.8;97.0;99.9;90.2;23.1;3.7;7.4;S;18.58;3.06
16-03-2016;22.3;28.9;18.7;84.8;99.9;57.9;10.2;2.8;6.4;SE;17.45;3.04
17-03-2016;22.3;31.2;18.4;80.8;98.5;49.0;11.8;2.7;10.0;L;21.36;3.75
18-03-2016;23.7;31.6;18.6;77.7;92.4;48.5;1.0;1.9;6.2;SE;22.73;4.28
19-03-2016;25.1;32.7;20.2;67.5;89.6;33.7;0.0;2.1;5.5;SE;25.19;4.82
20-03-2016;23.8;31.7;18.1;72.1;90.1;43.1;0.0;2.2;5.5;SE;23.52;4.36
21-03-2016;24.7;31.4;18.9;72.9;95.4;48.0;0.0;2.4;7.4;SE;24.05;4.49
22-03-2016;24.3;30.5;21.3;74.1;88.5;53.0;0.2;1.7;9.7;NE;14.73;2.82
23-03-2016;23.7;31.5;18.0;78.8;99.3;51.5;19.8;1.7;16.3;SE;20.17;3.82
24-03-2016;22.0;27.9;17.8;83.9;95.3;64.1;0.0;1.5;7.1;L;16.15;2.99
25-03-2016;21.3;27.3;19.2;94.0;99.2;66.9;7.0;1.6;10.6;NE;12.98;2.35
26-03-2016;22.5;28.8;19.4;88.8;100.0;62.9;0.0;1.5;6.1;N;15.07;2.82
27-03-2016;23.3;29.5;19.3;88.8;100.0;60.1;7.4;1.5;7.4;N;16.94;3.21
28-03-2016;24.2;30.6;19.1;81.3;98.3;57.9;1.0;1.5;9.7;S;19.93;3.85
29-03-2016;24.1;30.7;18.0;79.3;97.8;55.0;0.0;1.4;4.7;SE;20.33;3.94
30-03-2016;24.5;31.1;19.9;76.0;93.2;51.6;0.0;1.6;5.2;L;18.57;3.58
31-03-2016;25.6;31.9;19.4;72.2;97.1;47.2;0.0;1.4;5.5;L;19.19;3.56
01-04-2016;24.9;31.7;21.0;69.9;83.2;47.4;0.0;1.8;6.2;SE;20.45;3.94
02-04-2016;24.8;32.4;19.7;70.9;89.1;43.2;0.0;2.2;6.2;L;20.97;3.97
03-04-2016;25.7;33.3;20.6;67.2;85.2;40.2;0.0;1.8;4.7;SE;22.42;4.40
04-04-2016;25.4;32.5;21.2;69.5;91.8;39.4;0.0;2.6;6.5;SE;21.83;4.10
05-04-2016;24.1;32.4;18.7;73.7;93.1;44.4;0.0;2.3;6.5;SE;22.34;4.15
06-04-2016;24.4;31.7;18.5;64.2;85.6;38.6;0.0;1.6;5.6;L;22.86;4.42
07-04-2016;25.3;32.3;19.8;60.7;77.3;37.7;0.0;1.4;4.7;SE;20.89;4.14
