Day;TMean;TMax;TMin;RHMean;RHMax;RHMmin;Rain;VMean;VMax;VDir;Rad;Eto
29-11-2018;24.8;30.7;18.8;60.7;87.3;36.0;0.0;1.8;8.5;L;27.68;5.33
30-11-2018;24.4;31.1;20.2;69.5;99.5;40.3;0.6;2.2;13.3;NO;21.23;3.99
01-12-2018;21.1;24.3;19.7;98.2;99.5;83.0;23.4;1.9;7.6;NO;9.63;1.68
02-12-2018;22.1;27.9;18.0;84.8;99.6;60.0;33.4;2.3;9.1;S;19.60;3.48
03-12-2018;21.4;27.5;17.1;79.4;99.5;54.9;0.0;3.7;8.8;S;25.43;4.17
04-12-2018;23.7;29.8;17.3;66.0;94.2;40.7;0.0;1.5;5.5;O;25.95;5.00
05-12-2018;25.8;31.3;21.3;60.9;79.3;40.9;0.0;1.6;7.4;SO;24.13;4.78
06-12-2018;25.4;32.1;20.0;65.7;93.9;33.6;0.0;1.9;5.5;SE;27.66;5.37
07-12-2018;23.0;30.7;17.0;74.6;97.9;37.0;0.0;2.5;8.6;S;26.67;4.79
08-12-2018;18.8;25.0;14.3;73.4;95.6;49.0;0.0;5.6;11.3;S;31.65;4.41
09-12-2018;20.9;29.3;13.6;61.1;86.9;31.8;0.0;3.0;10.3;L;31.07;5.24
10-12-2018;22.6;29.2;16.7;65.8;94.1;42.9;0.0;2.0;7.0;L;23.34;4.28
11-12-2018;24.6;31.4;18.0;54.9;80.8;29.0;0.0;1.6;6.5;L;29.59;5.74
12-12-2018;25.9;33.1;19.8;50.7;66.4;27.8;0.0;1.5;6.7;L;25.68;5.13
13-12-2018;24.6;33.4;18.2;62.8;84.5;32.6;0.0;1.7;8.0;NE;28.53;5.51
14-12-2018;24.0;31.9;18.9;69.7;93.2;37.3;7.0;1.7;10.1;NE;25.74;4.92
15-12-2018;25.1;33.5;19.6;67.4;95.8;36.9;25.0;1.6;16.7;O;27.93;5.46
16-12-2018;25.2;33.1;19.5;69.0;90.0;37.2;0.0;2.6;6.7;L;28.78;5.40
17-12-2018;29.0;32.3;23.8;56.9;83.0;42.0;0.0;2.2;6.4;NO;22.12;3.83
18-12-2018;26.3;32.1;20.5;72.3;98.0;47.4;0.0;1.7;7.0;L;26.95;5.35
19-12-2018;24.5;30.2;19.8;74.3;94.1;51.9;0.0;1.7;7.0;L;26.95;4.09
20-12-2018;22.7;28.3;19.1;76.4;90.2;54.5;34.4;2.0;11.6;L;15.65;2.83
21-12-2018;26.1;31.7;22.0;65.8;83.7;45.5;0.0;1.2;8.2;O;22.94;4.63
22-12-2018;25.5;32.0;19.8;69.3;99.5;37.7;1.6;1.7;7.7;O;22.68;4.45
23-12-2018;22.9;29.3;19.2;87.1;99.5;56.4;2.4;1.7;5.3;SO;19.47;3.48
24-12-2018;22.4;28.5;19.3;88.4;99.5;55.8;31.6;2.1;7.0;S;14.71;2.65
25-12-2018;21.1;25.7;18.2;91.9;99.5;70.0;0.4;1.8;5.8;SE;13.17;2.34
26-12-2018;21.0;25.1;19.0;94.6;99.5;75.2;4.8;1.4;5.0;L;10.63;1.93
27-12-2018;21.9;28.6;18.9;89.6;99.5;60.6;16.0;1.5;7.7;L;20.23;3.74
28-12-2018;22.3;29.4;18.4;85.3;99.5;52.2;4.0;1.6;7.3;N;24.98;4.64
29-12-2018;23.1;29.1;17.8;84.9;99.5;56.8;2.0;1.2;8.0;NO;26.64;5.13
30-12-2018;23.5;31.0;19.3;84.4;99.5;49.2;0.6;1.4;6.8;NO;26.74;5.14
31-12-2018;25.2;32.2;20.0;68.1;92.7;33.2;0.0;1.5;5.2;S;29.23;5.74
01-01-2019;22.4;29.6;19.5;88.6;99.5;54.6;41.2;1.7;10.0;N;19.94;3.69
02-01-2019;24.4;29.8;19.8;81.6;99.4;54.7;0.0;1.4;7.0;N;27.18;5.31
03-01-2019;23.9;29.8;20.7;82.2;99.5;55.8;3.4;1.7;10.9;NO;19.91;3.79
04-01-2019;21.8;27.1;19.6;95.7;99.5;66.7;11.8;1.8;6.5;NE;11.44;2.06
05-01-2019;20.5;22.6;19.0;98.3;99.5;89.2;14.0;1.6;6.8;N;9.04;1.59
06-01-2019;21.7;26.6;19.1;92.2;99.5;69.4;7.6;1.3;6.1;N;16.25;3.02
07-01-2019;25.4;30.6;19.7;70.3;98.6;41.4;0.0;1.7;8.8;NE;28.86;5.64
08-01-2019;25.9;31.0;20.7;70.2;99.4;48.1;1.8;1.4;7.1;S;19.71;3.93
09-01-2019;26.2;32.5;20.7;63.9;79.5;44.3;0.0;2.4;8.6;L;28.75;5.53
10-01-2019;25.8;31.9;20.4;58.1;77.0;35.0;0.0;1.8;6.5;NE;28.00;5.50
11-01-2019;25.6;31.8;20.8;65.5;93.6;37.2;0.0;1.7;6.2;SE;26.43;5.20
12-01-2019;22.5;31.2;19.0;83.5;99.4;45.6;6.4;1.8;10.4;S;17.45;3.20
13-01-2019;24.7;31.1;19.3;71.3;96.7;41.1;0.0;2.0;5.6;S;27.91;5.33
14-01-2019;25.8;32.3;21.4;68.6;88.5;43.2;0.0;1.8;7.4;S;27.34;5.36
15-01-2019;24.7;30.9;18.2;73.1;99.5;43.3;23.4;1.9;7.0;N;26.53;5.08
16-01-2019;25.6;32.0;20.0;69.2;91.7;43.3;0.2;1.8;9.8;SE;22.13;4.32
17-01-2019;23.9;30.0;18.4;71.0;99.4;39.6;0.0;1.6;6.2;L;16.52;3.16
18-01-2019;25.1;30.8;20.2;74.7;94.5;50.0;0.0;2.2;8.2;SO;25.67;4.88
19-01-2019;25.2;31.5;19.3;73.1;99.4;44.9;0.0;1.7;5.9;NO;27.45;5.35
20-01-2019;25.2;32.0;19.7;74.2;96.0;44.8;1.8;1.9;7.9;SO;28.35;5.46
21-01-2019;26.0;32.0;20.5;72.9;99.5;48.4;0.6;1.1;6.4;N;24.93;5.07
22-01-2019;27.2;34.6;22.8;65.1;81.0;32.7;0.0;1.8;11.5;SE;25.59;5.12
23-01-2019;25.8;32.9;21.8;71.7;88.1;44.8;0.0;2.0;6.8;L;25.75;4.99
24-01-2019;23.5;30.5;18.9;75.4;93.8;51.0;0.0;2.3;8.3;L;18.20;3.33
25-01-2019;23.0;32.2;17.2;79.0;99.5;46.6;14.4;3.1;10.4;SE;20.47;3.57
26-01-2019;21.4;29.8;17.1;79.7;97.0;46.7;3.2;2.3;9.7;L;25.31;4.45
27-01-2019;22.2;28.1;17.4;78.2;96.8;53.4;0.0;2.4;10.4;NE;22.12;3.93
28-01-2019;26.1;32.8;20.5;58.6;86.4;25.1;0.0;2.4;7.9;SE;30.65;5.88
29-01-2019;27.5;34.1;22.3;53.7;69.0;29.6;0.0;2.0;6.8;SE;30.16;6.04
30-01-2019;27.4;33.7;22.4;53.3;71.1;34.0;0.0;2.0;6.7;SE;27.46;5.48
31-01-2019;27.3;33.3;21.2;53.7;76.2;35.9;0.0;1.6;6.2;S;27.89;5.66
01-02-2019;28.1;34.8;22.1;51.2;69.7;31.4;0.0;2.0;6.5;SE;29.36;5.93
02-02-2019;28.0;34.3;21.4;54.3;82.4;34.3;0.0;1.8;10.7;S;25.48;5.18
03-02-2019;26.2;34.0;17.8;65.7;99.5;34.1;38.4;2.8;10.4;S;27.84;5.27
04-02-2019;21.7;26.8;17.8;85.4;99.4;63.0;4.2;3.5;9.2;S;20.71;3.44
05-02-2019;21.5;27.5;16.1;78.9;94.8;56.5;0.0;3.3;8.2;S;20.47;3.43
06-02-2019;20.2;26.8;16.8;91.1;99.5;63.5;14.6;3.0;8.3;SE;13.97;2.28
07-02-2019;21.1;28.6;16.2;84.9;99.5;49.7;0.2;1.6;6.1;SE;20.80;3.78
08-02-2019;24.3;31.0;18.6;66.3;91.1;31.6;0.0;1.9;5.2;SE;27.96;5.32
09-02-2019;25.7;32.7;20.3;60.1;77.9;30.5;0.0;2.3;7.0;SE;28.04;5.36
10-02-2019;25.9;32.4;21.5;64.7;82.6;40.7;0.0;2.0;6.4;L;24.14;4.70
11-02-2019;25.1;31.2;20.7;78.2;99.5;50.4;6.6;1.7;7.1;N;24.51;4.75
12-02-2019;22.3;27.2;19.3;90.0;99.5;67.0;37.6;1.4;6.4;N;13.27;2.48
13-02-2019;20.9;24.2;18.3;92.4;99.5;78.1;7.0;4.1;8.9;SE;12.54;1.96
14-02-2019;21.8;28.7;17.0;82.2;99.0;58.9;0.0;2.9;7.4;SE;20.48;3.51
15-02-2019;21.3;24.9;19.4;93.6;99.5;73.6;12.6;2.6;7.1;N;9.32;1.58
16-02-2019;19.9;21.7;19.2;99.2;99.5;93.6;16.2;1.5;5.3;N;6.20;1.07
17-02-2019;21.0;24.5;18.9;94.2;99.5;75.0;0.4;1.0;4.1;N;11.18;2.08
18-02-2019;22.2;27.8;19.4;88.7;99.5;58.9;0.0;1.2;5.0;N;15.09;2.85
19-02-2019;22.3;28.7;19.5;85.7;99.4;54.3;1.4;2.0;6.5;NO;20.69;3.75
20-02-2019;21.7;27.3;18.5;87.8;99.5;62.4;4.8;1.3;6.4;NE;17.52;3.26
21-02-2019;21.6;27.5;18.3;90.8;99.5;66.4;16.2;2.2;10.0;NE;16.90;2.99
22-02-2019;21.4;28.6;18.1;92.6;99.5;61.6;2.4;1.3;7.6;NE;15.10;2.79
23-02-2019;24.3;31.2;19.4;75.3;94.6;52.3;0.2;1.4;6.5;SO;23.29;4.53
24-02-2019;24.0;31.6;19.4;77.1;95.4;47.4;7.6;1.4;10.1;O;17.16;3.31
25-02-2019;24.0;30.7;19.4;80.0;99.4;53.4;3.8;1.5;6.2;NO;21.74;4.19
26-02-2019;21.6;27.2;17.2;91.6;99.5;63.1;30.6;1.3;13.9;O;12.03;2.23
27-02-2019;20.8;26.8;18.0;94.7;99.5;67.6;17.0;1.9;7.3;NE;16.60;2.92
28-02-2019;20.4;24.3;19.4;97.9;99.5;82.0;42.4;1.4;7.1;N;9.64;1.72
01-03-2019;20.7;25.6;19.1;95.8;99.5;71.1;8.4;1.1;5.2;NE;9.50;1.74
02-03-2019;20.7;24.9;19.4;97.8;99.5;80.0;14.2;1.8;6.2;N;10.34;1.81
03-03-2019;22.0;27.7;19.1;90.8;99.5;59.3;1.0;1.6;6.7;NE;20.55;3.79
04-03-2019;21.6;26.4;17.6;86.0;99.5;61.5;0.0;2.6;8.6;NE;20.72;3.60
05-03-2019;22.1;29.3;18.5;86.6;99.5;52.4;10.4;1.1;6.7;NE;21.57;4.10
06-03-2019;23.6;30.8;19.5;79.8;98.1;44.2;0.0;1.2;7.9;L;24.86;4.83
07-03-2019;22.1;28.7;19.6;90.0;99.5;60.1;11.2;1.9;7.6;NE;15.91;2.88
08-03-2019;24.6;31.1;19.1;76.0;99.5;44.8;0.0;1.1;4.4;S;23.95;4.77
09-03-2019;25.6;32.3;21.5;73.9;90.3;43.3;0.8;1.6;8.3;S;20.01;3.94
10-03-2019;22.8;31.4;18.7;85.5;99.5;52.8;21.8;2.7;11.8;SE;16.17;2.85
11-03-2019;22.2;28.1;19.6;87.0;99.4;54.7;0.2;3.2;7.7;SE;14.89;2.52
12-03-2019;23.3;30.2;18.6;78.6;96.2;50.2;0.0;1.3;6.4;NE;22.63;4.36
13-03-2019;23.0;29.3;19.4;86.5;99.5;59.0;6.2;1.6;6.4;N;20.48;3.85
14-03-2019;21.8;28.2;18.6;92.9;99.5;67.3;17.6;1.3;9.2;NE;16.24;3.03
15-03-2019;22.9;29.1;18.9;85.2;99.5;51.2;0.0;1.2;7.3;S;20.27;3.88
16-03-2019;22.8;29.4;19.8;87.8;99.5;56.3;2.4;1.5;5.3;SE;18.21;3.42
17-03-2019;23.1;29.3;19.1;88.8;99.5;56.3;7.8;1.5;6.5;SE;18.92;3.57
18-03-2019;23.1;29.1;20.2;91.4;99.5;63.5;2.2;1.2;7.4;NO;16.41;3.15
19-03-2019;24.3;29.4;20.1;81.7;99.5;53.7;0.0;1.1;6.8;O;25.01;4.93
20-03-2019;23.2;29.0;19.9;88.1;99.5;59.3;19.4;2.1;8.0;S;16.47;3.02
21-03-2019;19.7;23.7;16.8;92.8;99.5;76.2;18.6;4.4;10.3;S;15.44;2.30
22-03-2019;19.9;25.1;15.5;86.1;98.4;63.7;0.0;2.7;7.1;SE;13.87;2.29
23-03-2019;21.9;28.7;16.7;79.1;99.5;50.6;0.0;1.8;6.4;L;23.87;4.36
24-03-2019;22.9;29.7;18.5;77.2;96.5;48.7;0.0;1.7;6.4;S;18.71;3.49
25-03-2019;24.4;30.4;19.1;69.1;89.3;42.3;0.0;2.0;5.9;L;25.10;4.75
26-03-2019;25.1;31.5;20.3;63.4;89.2;38.4;0.0;1.9;6.5;SE;22.65;4.38
27-03-2019;23.2;30.5;18.9;76.7;96.5;45.7;0.0;2.8;7.6;SE;19.08;3.39
28-03-2019;22.2;29.4;17.5;78.9;98.1;48.7;0.0;2.9;8.6;SE;21.05;3.66
29-03-2019;21.3;27.2;16.5;77.7;96.1;55.4;0.0;3.1;7.7;S;22.65;3.82
30-03-2019;21.6;28.7;16.1;73.8;96.6;39.3;0.0;2.4;7.1;SE;21.70;3.82
31-03-2019;22.4;30.5;16.9;71.1;96.3;39.7;0.0;2.0;5.9;SE;21.96;4.01
01-04-2019;22.7;29.4;18.4;69.9;90.3;42.7;0.0;2.1;6.4;S;17.87;3.26
02-04-2019;23.1;30.4;17.1;70.4;93.8;42.6;0.0;2.1;6.2;S;23.07;4.26
03-04-2019;24.7;31.1;20.2;54.0;76.1;29.2;0.0;1.6;5.8;S;20.56;4.01
04-04-2019;25.7;31.0;21.3;56.0;69.8;40.0;0.0;1.5;7.3;SO;21.65;4.30
05-04-2019;24.0;28.5;21.1;79.1;97.2;59.5;8.4;1.5;7.9;NO;14.88;2.86
06-04-2019;24.0;30.7;20.0;84.4;99.5;56.1;55.1;1.4;12.1;NE;19.23;3.71
07-04-2019;22.8;28.0;18.9;91.7;99.5;67.9;23.9;1.0;7.3;NE;14.15;2.72
08-04-2019;19.5;21.3;18.3;99.1;99.5;93.5;40.9;2.6;8.6;N;7.19;1.16
09-04-2019;19.8;24.2;17.5;91.5;99.5;72.6;0.0;3.4;9.1;S;13.94;2.20
10-04-2019;20.3;26.8;17.1;85.9;99.5;60.1;0.3;3.7;8.5;S;21.70;3.44
11-04-2019;21.9;29.0;16.3;80.3;99.5;49.6;0.3;2.3;6.7;SE;21.39;3.80
12-04-2019;23.3;29.9;18.4;71.5;97.0;37.3;0.0;1.9;6.4;S;20.96;3.91
13-04-2019;22.4;29.0;18.8;80.2;99.5;57.3;26.9;2.0;9.5;SE;12.72;2.31
14-04-2019;19.4;22.4;18.5;99.0;99.5;87.2;35.1;2.3;5.6;SE;7.04;1.15
15-04-2019;22.3;29.5;17.9;87.3;99.5;56.1;0.2;2.1;5.6;SE;18.29;3.29
16-04-2019;23.0;27.9;19.9;87.3;99.5;63.9;0.2;2.1;6.7;NE;17.35;3.17
17-04-2019;22.4;27.9;18.5;83.6;99.5;50.7;0.2;1.3;5.9;NO;17.93;3.38
18-04-2019;21.9;27.3;17.5;61.7;88.1;35.5;0.0;1.4;7.6;SO;22.48;4.19
19-04-2019;21.3;27.7;16.3;63.3;82.8;35.8;0.0;1.8;5.5;S;22.29;4.03
20-04-2019;22.2;29.4;17.3;59.8;75.2;35.2;0.0;1.4;5.6;SE;21.75;4.08
21-04-2019;23.6;30.1;18.4;56.0;75.6;35.1;0.0;1.6;6.5;SE;20.98;4.01
22-04-2019;23.7;29.8;19.2;63.4;84.8;38.0;0.0;1.8;6.2;SE;19.54;3.70
23-04-2019;22.7;29.4;19.3;80.0;97.8;52.3;0.0;2.0;5.5;SE;13.43;2.46
24-04-2019;23.4;30.0;18.6;80.5;99.4;49.8;0.0;2.2;7.0;SE;18.19;3.34
25-04-2019;24.1;29.9;19.7;75.0;95.0;48.0;0.0;1.7;6.5;L;19.06;3.63
26-04-2019;24.1;30.5;20.1;74.4;93.0;46.1;0.0;1.6;5.6;SE;19.65;3.78
27-04-2019;24.1;29.1;19.2;72.8;98.5;49.6;0.0;1.7;6.7;N;19.27;3.68
28-04-2019;22.9;28.8;19.1;77.6;99.4;51.8;24.8;1.8;13.9;NO;17.85;3.31
29-04-2019;20.8;25.8;17.6;83.5;99.4;52.4;0.2;1.0;7.6;SO;16.78;3.12
30-04-2019;21.1;27.5;16.7;72.9;93.0;41.5;0.0;1.6;5.8;S;20.15;3.66
01-05-2019;22.0;27.2;17.7;66.9;82.6;44.6;0.0;0.7;6.2;SE;14.14;2.73
02-05-2019;22.2;27.8;19.2;72.1;92.0;47.9;0.2;1.0;4.7;SE;11.08;2.11
03-05-2019;23.5;29.0;19.1;74.3;88.6;52.8;0.0;1.2;5.0;L;16.73;3.24
04-05-2019;23.5;29.8;19.5;79.9;99.0;48.0;0.0;1.2;5.3;SE;15.63;3.02
05-05-2019;23.2;29.0;18.8;76.3;88.9;52.2;0.0;1.8;8.0;L;18.10;3.38
06-05-2019;23.8;28.8;19.2;74.2;92.3;54.9;0.0;0.9;5.9;N;17.93;3.54
07-05-2019;22.0;28.7;18.6;82.6;99.4;53.1;1.4;1.9;7.4;S;12.65;2.29
08-05-2019;20.6;27.3;16.4;84.6;99.4;57.9;0.0;3.1;7.4;S;16.44;2.72
09-05-2019;20.7;28.0;15.8;85.6;99.4;56.7;15.0;2.2;7.4;L;17.05;2.96
10-05-2019;21.5;26.8;17.7;89.1;99.5;67.2;0.2;1.4;4.9;NE;15.39;2.84
11-05-2019;22.2;26.7;18.8;87.3;98.9;68.1;0.0;1.3;5.2;L;12.07;2.26
12-05-2019;23.3;28.9;20.5;82.8;94.0;57.0;0.4;1.0;4.6;L;15.83;3.09
13-05-2019;22.9;29.5;18.5;80.9;99.4;47.0;0.0;1.7;4.7;S;16.20;3.03
14-05-2019;22.1;27.0;17.1;80.8;97.0;62.3;0.0;1.2;6.2;SO;15.64;2.94
15-05-2019;18.2;22.9;15.2;85.8;99.5;62.0;0.0;3.2;8.3;S;13.39;2.07
16-05-2019;18.5;24.3;15.0;84.8;99.2;57.0;0.0;3.9;9.8;S;14.14;2.12
17-05-2019;17.5;23.1;15.2;92.5;99.5;62.4;12.2;2.6;6.5;S;8.07;1.25
18-05-2019;17.8;23.9;15.6;92.7;99.5;64.1;0.6;1.8;5.8;SE;10.81;1.79
19-05-2019;18.4;24.3;15.1;84.7;99.5;53.9;0.0;1.2;5.5;NO;15.81;2.77
20-05-2019;19.2;24.5;14.6;76.8;99.5;41.1;0.4;1.1;5.2;SO;18.62;3.36
21-05-2019;20.1;25.1;15.5;63.1;87.4;39.6;0.0;1.5;6.2;SO;17.90;3.20
22-05-2019;21.5;27.8;17.3;51.7;67.0;33.4;0.0;0.4;4.6;S;17.98;3.51
23-05-2019;21.4;26.5;15.9;54.7;72.1;38.1;0.0;0.5;4.7;N;16.04;3.10
24-05-2019;17.9;21.9;12.5;81.9;99.5;55.2;0.0;2.2;9.4;NO;6.53;1.05
25-05-2019;13.5;20.7;7.4;79.5;99.2;47.5;0.2;1.0;5.5;SO;17.97;2.87
26-05-2019;17.1;24.2;11.4;61.7;91.6;35.7;0.0;1.7;7.3;SE;18.73;3.12
27-05-2019;19.8;27.1;13.2;50.0;72.0;28.1;0.0;1.3;5.6;SE;18.09;3.26
28-05-2019;21.0;27.1;15.1;64.7;80.1;47.5;0.0;1.6;6.5;NE;15.77;2.87
29-05-2019;22.2;27.6;16.6;73.4;98.2;53.1;0.4;1.6;6.4;S;15.94;2.96
30-05-2019;23.1;28.7;19.1;69.4;87.4;46.8;0.0;1.7;7.7;NE;16.27;3.05
31-05-2019;22.3;28.0;18.2;64.2;81.8;44.8;0.0;2.0;8.9;NO;14.55;2.65
01-06-2019;22.7;27.2;19.3;64.5;75.4;51.4;0.0;1.5;6.8;O;14.49;2.73
02-06-2019;21.0;26.9;16.7;75.8;94.7;51.3;0.0;1.3;7.4;S;11.72;2.15
03-06-2019;16.9;19.9;15.8;95.1;99.5;81.2;8.2;1.5;6.8;SO;4.37;0.70
04-06-2019;15.0;19.0;10.4;85.4;99.5;58.8;0.0;2.9;7.4;S;12.87;1.86
05-06-2019;14.6;21.5;9.5;74.3;95.8;36.0;0.0;3.3;7.9;SE;17.99;2.53
06-06-2019;16.1;22.6;11.3;69.5;91.8;36.1;0.0;2.7;10.9;L;17.72;2.70
07-06-2019;17.8;24.3;12.2;62.7;83.8;40.8;0.0;1.7;5.9;L;17.36;2.92
08-06-2019;18.6;24.4;14.0;58.5;76.8;39.7;0.0;1.3;7.6;S;15.75;2.77
09-06-2019;17.5;23.0;13.1;67.7;86.0;45.6;0.0;2.8;7.6;SE;17.34;2.73
10-06-2019;17.5;23.5;12.8;67.2;84.5;44.2;0.0;3.1;11.8;L;17.22;2.67
11-06-2019;19.3;26.3;14.6;60.5;74.7;38.6;0.0;1.8;6.1;L;16.88;2.93
12-06-2019;20.1;26.0;15.4;65.6;85.8;39.8;0.0;1.8;6.4;L;16.21;2.86
13-06-2019;21.3;27.1;16.6;68.2;87.5;39.8;0.0;1.9;6.4;L;16.31;2.93
14-06-2019;21.4;27.6;17.0;62.3;86.6;34.5;0.0;1.7;6.5;L;16.96;3.09
15-06-2019;21.1;26.6;16.6;55.1;68.0;34.6;0.0;1.7;6.5;SE;16.96;3.08
16-06-2019;21.1;26.4;17.6;57.7;70.9;40.3;0.0;1.5;4.7;SE;14.69;2.69
17-06-2019;19.4;25.2;15.8;63.3;80.3;40.6;0.0;1.7;4.9;SE;12.42;2.17
18-06-2019;19.3;25.0;13.8;63.5;86.2;41.4;0.0;1.8;6.7;L;15.99;2.78
19-06-2019;20.4;25.9;16.7;60.6;78.1;39.6;0.0;1.2;6.5;SO;13.39;2.46
20-06-2019;20.3;25.6;16.1;63.5;89.7;44.4;0.0;2.4;6.5;S;16.31;2.81
21-06-2019;19.1;25.1;14.7;72.1;95.1;42.2;0.0;3.0;7.1;SE;15.95;2.58
22-06-2019;18.8;24.6;14.8;72.1;91.2;46.0;0.0;2.0;6.4;L;15.31;2.58
23-06-2019;19.3;24.2;15.5;61.7;76.2;43.0;0.0;1.4;6.1;L;16.05;2.85
24-06-2019;19.4;24.8;14.4;61.2;81.5;42.1;0.0;1.3;8.5;N;16.93;3.04
25-06-2019;20.5;26.6;14.0;60.3;85.2;37.8;0.0;1.5;8.8;N;15.10;2.73
26-06-2019;21.7;27.5;17.4;56.0;78.2;34.0;0.0;2.1;9.8;NO;15.61;2.82
27-06-2019;20.7;27.2;15.6;67.3;86.8;42.0;0.0;1.6;6.4;S;14.80;2.68
28-06-2019;21.7;27.7;17.2;61.0;76.0;38.6;0.0;2.3;6.8;L;16.00;2.85
29-06-2019;20.9;27.5;15.8;60.5;79.2;34.3;0.0;1.6;6.8;L;16.61;3.01
30-06-2019;21.0;26.9;16.0;63.9;85.6;42.0;0.0;1.6;7.4;N;16.73;3.03
01-07-2019;21.5;26.4;16.4;57.3;78.4;41.6;0.0;1.1;6.4;NO;15.81;2.97
02-07-2019;21.0;25.7;16.7;53.4;62.5;40.9;0.0;1.1;7.3;N;14.32;2.67
03-07-2019;21.5;27.7;17.8;53.3;64.4;32.6;0.0;1.9;8.6;NO;14.92;2.71
04-07-2019;19.4;25.0;16.4;73.9;99.5;50.7;5.4;2.9;10.6;N;10.82;1.77
05-07-2019;14.9;18.6;9.6;99.3;99.6;93.6;27.2;1.8;7.0;O;5.93;0.89
06-07-2019;6.9;7.3;6.1;70.0;77.7;65.4;0.0;2.5;4.1;S;-0.01;-0.00
07-07-2019;10.3;17.8;5.2;67.7;93.8;37.3;0.0;3.9;9.4;S;18.51;2.21
08-07-2019;13.5;21.2;7.0;62.5;88.7;33.4;0.0;3.4;10.0;L;18.19;2.49
09-07-2019;16.4;23.6;10.8;55.0;75.3;31.4;0.0;2.5;7.0;L;17.86;2.80
10-07-2019;17.6;24.7;11.6;53.1;72.8;32.1;0.0;2.1;5.3;SE;17.62;2.91
11-07-2019;18.4;24.5;13.6;49.5;65.7;33.5;0.0;1.5;5.0;SE;17.27;3.00
12-07-2019;19.1;25.8;12.4;46.5;64.0;29.9;0.0;2.0;5.9;S;17.40;2.99
13-07-2019;21.3;27.1;16.5;45.5;59.5;31.0;0.0;1.5;6.1;S;16.15;2.98
14-07-2019;22.1;27.8;16.6;40.3;60.7;21.2;0.0;1.8;7.6;SO;17.34;3.21
15-07-2019;21.7;28.0;15.5;46.9;89.1;26.9;0.4;1.9;7.9;SO;15.15;2.77
16-07-2019;16.2;21.8;9.1;82.3;99.5;54.1;0.6;2.1;7.4;S;15.12;2.38
17-07-2019;12.6;19.8;7.2;65.0;95.8;32.8;0.0;4.5;10.7;SE;18.03;2.25
18-07-2019;15.1;22.4;9.1;62.8;87.7;35.9;0.0;3.1;9.2;L;16.18;2.37
19-07-2019;16.5;23.2;11.7;63.4;78.5;44.1;0.0;3.4;8.8;L;16.78;2.50
20-07-2019;17.0;23.3;12.4;60.8;79.5;37.0;0.0;2.6;8.2;L;17.95;2.83
21-07-2019;17.3;24.0;12.4;64.5;79.9;41.5;0.0;2.5;7.9;L;17.29;2.75
22-07-2019;17.9;22.1;13.8;68.8;81.6;53.3;0.0;2.8;7.6;L;11.25;1.79
23-07-2019;19.4;26.2;13.9;62.1;84.3;37.7;0.0;1.9;5.9;L;17.72;3.06
24-07-2019;20.7;27.9;15.8;58.4;76.8;36.1;0.0;1.8;5.6;SE;18.02;3.24
25-07-2019;21.3;27.7;17.3;55.8;69.8;34.8;0.0;2.4;6.8;L;16.07;2.83
26-07-2019;20.7;27.8;16.1;52.9;72.0;28.8;0.0;2.4;8.5;L;17.75;3.10
27-07-2019;20.2;27.5;14.9;50.7;70.2;28.8;0.0;2.2;6.1;L;17.74;3.09
28-07-2019;19.7;25.7;14.1;53.1;91.8;25.9;0.0;2.6;7.6;SE;18.50;3.13
29-07-2019;19.2;25.4;13.8;61.1;94.5;34.9;0.0;2.4;8.3;L;16.02;2.69
30-07-2019;19.9;26.4;14.8;56.0;81.2;32.7;0.0;2.0;7.1;L;16.62;2.91
31-07-2019;19.3;26.7;12.7;58.7;91.1;20.3;0.0;1.7;5.8;SE;18.68;3.27
01-08-2019;21.8;28.6;14.6;43.4;62.0;26.4;0.0;2.1;8.0;L;18.29;3.31
02-08-2019;22.6;29.8;15.4;47.3;98.1;24.2;2.3;2.1;9.1;N;16.38;3.01
03-08-2019;12.9;15.5;11.2;94.7;99.6;84.3;4.8;3.4;8.8;S;6.64;0.85
04-08-2019;10.5;11.5;9.8;98.6;99.6;94.7;17.3;4.7;10.4;S;2.08;0.21
05-08-2019;13.2;16.3;10.1;90.2;99.6;81.2;0.4;3.9;10.4;L;6.33;0.80
06-08-2019;17.3;23.5;12.8;78.5;94.0;55.7;0.0;2.7;8.0;L;15.04;2.35
07-08-2019;19.5;26.7;14.9;73.5;91.8;46.0;0.0;2.3;8.0;L;18.17;3.07
08-08-2019;21.4;28.3;16.2;60.9;79.8;36.0;0.0;1.5;6.2;L;19.53;3.61
09-08-2019;22.9;28.3;17.8;51.3;68.9;34.7;0.0;1.8;6.4;SE;19.62;3.67
10-08-2019;23.4;29.6;18.9;45.1;66.5;20.2;0.0;1.5;6.7;NO;19.19;3.68
11-08-2019;24.4;30.1;19.9;38.7;53.5;23.5;0.0;2.1;6.4;SE;19.23;3.67
12-08-2019;24.1;30.0;18.0;44.9;63.0;30.7;0.0;2.1;7.9;L;18.61;3.52
13-08-2019;23.0;30.7;13.6;54.6;94.1;29.2;0.0;2.6;10.9;SE;17.06;3.09
14-08-2019;14.7;22.0;9.9;80.5;94.9;52.9;0.0;6.5;12.7;S;17.63;2.08
15-08-2019;16.8;24.4;9.8;66.1;90.6;39.9;0.0;3.8;9.1;SE;20.51;3.00
